Country,Year,Speech_Paragraph,Paragraph_ID
CHN,2021,"Vaccination is our powerful weapon against COVID-19. I have stressed on many occasions the need to make vaccines a global public good and ensure vaccine accessibility and affordability in developing countries. Of pressing priority is to ensure the fair and equitable distribution of vaccines globally. China will strive to provide a total of 2 billion doses of vaccines to the world by the end of this year. In addition to donating $100 million COVAX, China will donate 100 million doses of vaccines to other developing countries in the course of this year. China will continue to support and engage in global science-based origins tracing, and stands firmly opposed to political manoeuvering in whatever form.",CHN_2021_07
CHN,2021,"Secondly, we must revitalize the economy and pursue more robust, greener and more balanced global development. Development holds the key to people’s wellbeing. Facing the severe shocks of COVID-19, we need to work together to steer global development toward a new stage of balanced, coordinated and inclusive growth. To this end, I would like to propose a Global Development Initiative:",CHN_2021_08
CHN,2021,"-	Staying committed to development as a priority. We need to put development high on the global macro policy agenda, strengthen policy coordination among major economies, and ensure policy continuity, consistency and sustainability. We need to foster global development partnerships that are more equal and balanced, forge greater synergy among multilateral development cooperation processes, and speed up the implementation of the UN 2030 Agenda for Sustainable Development.",CHN_2021_09
CHN,2021,"-	Staying committed to a people-centred approach. We should safeguard and improve people’s livelihoods and protect and promote human rights through development, and make sure that development is for the people and by the people, and that its fruits are shared among the people. We should continue our work so that the people will have a greater sense of happiness, benefit and security, and achieve well-rounded development.",CHN_2021_10
CHN,2021,"-	Staying committed to benefits for all. We should care about the special needs of developing countries. We may employ such means as debt suspension and development aid to help developing countries, particularly vulnerable ones facing exceptional difficulties, with emphasis on addressing unbalanced and inadequate development among and within countries.",CHN_2021_11
CHN,2021,"-	Staying committed to innovation-driven development. We need to seize the historic opportunities created by the latest round of technological revolution and industrial transformation, redouble efforts to harness technological achievements to boost productivity, and foster an open, fair, equitable and non- discriminatory environment for the development of science and technology. We should foster new growth drivers in the post-COVID era and jointly achieve leapfrog development.",CHN_2021_12
CHN,2021,"-	Staying committed to harmony between man and nature. We need to improve global environmental governance, actively respond to climate change and create a community of life for man and nature. We need to accelerate transition to a green and low-carbon economy and achieve green recovery and development. China will strive to peak carbon dioxide emissions before 2030 and achieve carbon neutrality before 2060. This requires tremendous hard work, and we will make every effort to meet these goals. China will step up support for other developing countries in developing green and low-carbon energy, and will not build new coal-fired power projects abroad.",CHN_2021_13
CHN,2021,"-	Staying committed to results-oriented actions. We need to increase in-put in development, advance on a priority basis cooperation on poverty alleviation, food security, COVID-19 response and vaccines, development financing, climate change and green development, industrialization, digital economy and connectivity, among other areas, and accelerate implementation of the UN 2030 Agenda for Sustainable Development, so as to build a global community of development with a shared future. China has pledged an additional $3 billion of international assistance in the next three years to support developing countries in responding to COVID-19 and promoting economic and social recovery.",CHN_2021_14
CHN,2021,"Thirdly, we must strengthen solidarity and promote mutual respect and win-win cooperation in conducting international relations. A world of peace and development should embrace civilizations of various forms, and must accommodate diverse paths to modernization.",CHN_2021_15
CHN,2021,"Democracy is not a special right reserved to an individual country, but a right for the people of all countries to enjoy. Recent developments in the global situation show once again that military intervention from the outside and so-called democratic transformation entail nothing but harm. We need to advocate peace, development, equity, justice, democracy and freedom, which are the common values of humanity, and reject the practice of forming small circles or zero-sum games.",CHN_2021_16
CHN,2021,"Differences and problems among countries, hardly avoidable, need to be handled through dialogue and cooperation on the basis of equality and mutual respect. One country’s success does not have to mean another country’s failure, and the world is big enough to accommodate common development and progress of all countries. We need to pursue dialogue and inclusiveness over confrontation and exclusion. We need to build a new type of international relations based on mutual respect, equity, justice and win-win cooperation, and do the best we can to expand the convergence of our interests and achieve the biggest synergy possible.",CHN_2021_17
CHN,2021,"The Chinese people have always celebrated and striven to pursue the vision of peace, amity and harmony. China has never and will never invade or bully others, or seek hegemony. China is always a builder of world peace, contributor to global development, defender of the international order and provider of public goods. China will continue to bring the world new opportunities through its new development.",CHN_2021_18
CHN,2021,"Fourthly, we must improve global governance and practice true multilateralism. In the world, there is only one international system, i.e. the international system with the United Nations at its core. There is only one inter-national order, i.e. the international order underpinned by international law. And there is only one set of rules, i.e. the basic norms governing international relations underpinned by the purposes and principles of the UN Charter.",CHN_2021_19
CHN,2021,"The UN should hold high the banner of true multilateralism and serve as the central platform for countries to jointly safeguard universal security, share development achievements and chart the course for the future of the world. The UN should stay committed to ensuring a stable international or-der, increasing the representation and say of developing countries in international affairs, and taking the lead in advancing democracy and rule of law in international relations. The UN should advance, in a balanced manner, work in all the three areas of security, development and human rights. It should set common agenda, highlight pressing issues and focus on real actions, and see to it that commitments made by all parties to multilateralism are truly delivered.",CHN_2021_20
CHN,2021,"Mr. President, The world is once again at a historical crossroads. I am convinced that the trend of peace, development and advancement for humanity is irresistible. Let us bolster confidence and jointly address global threats and challenges, and work together to build a community with a shared future for mankind and a better world for all.",CHN_2021_21
CHN,2022,"We are at a time fraught with challenges. The coronavirus disease (COVID-19) keeps resurfacing. Global security faces uncertainty. Global economic recovery is fragile and unsteady, and various risks and crises are emerging. The world has entered a new phase of turbulence and transformation. Changes unseen in a century are accelerating.",CHN_2022_01
CHN,2022,"But we are also at a time full of hope. The world continues to move toward multipolarity, economic globalization is deepening and our societies are becoming increasingly digitized and culturally diversified. Countries are becoming ever more interconnected and interdependent. Peace and development remain the underlying trend of our times. Around the world, the people’s call for progress and cooperation is getting louder that ever before.",CHN_2022_02
CHN,2022,How should we respond to the call of our times and ride the trend of history to build a community with a shared future for humankind? China’s answer is firm and clear.,CHN_2022_03
CHN,2022,"First, we must uphold peace and oppose war. Chinese President Xi Jinping notes that peace, like air and sunshine, is hardly noticed when we are benefiting from it, but none of us can live without it. Peace is crucial for our future and it underpins the common security of all countries. Turbulence and war can only open a Pandora’s box, and he who instigates a proxy war can easily get himself burned. Pursuing one’s own absolute security can only undermine global strategic stability. We should remain committed to addressing differences by peaceful means and resolve disputes through dialogue and consultation.",CHN_2022_04
CHN,2022,"Secondly, we must pursue development and eliminate poverty. Development holds the key to resolving difficult issues and delivering a happy life to our people. We should place development at the centre of the international agenda, build international consensus on promoting development, and uphold all countries’ legitimate right to development. We should foster new drivers for global development, forge a global development partnership and see that everyone in every country benefits more from the fruits of development in a more equitable way.",CHN_2022_05
CHN,2022,"Thirdly, we must remain open and oppose exclusion. President Xi Jinping has pointed out that openness is the sure way to realize human prosperity and advancement. Protectionism can only boomerang and decoupling and supply chain disruption will hurt everyone. We should stay true to openness and inclusiveness and tear down fences and barriers that hinder the free flow of the factors of production. We should uphold the multilateral trading system, with the World Trade Organization at its core, and work to build an open world economy.",CHN_2022_06
CHN,2022,"Fourthly, we must seek cooperation and oppose confrontation. As we face a host of global challenges that crop up one after another, our biggest strength will come from solidarity; our best strategy is to stick together, and the brightest future lies in win-win cooperation. It is only natural that countries have problems and differences among them, but they should increase mutual understanding on a basis of equality and respect. We should engage in dialogue, consultation and win-win cooperation, and reject conflict, coercion and zero-sum games. We should jointly oppose group politics and bloc confrontation.",CHN_2022_07
CHN,2022,"Fifthly, we must strengthen solidarity and oppose division. President Xi once stated that countries around the world were like passengers aboard the same ship who shared a common stake. All of us passengers should pull together to navigate the ship through the storm towards a bright future. Our world must embrace diverse civilizations if it is to make continuous advances, and humankind must pursue an inclusive path if it is to achieve modernization. Peace, development, fairness, justice, democracy and freedom are common values of humanity. Differences in system should not be used as an excuse to create division; still less should democracy and human rights be used as tools or weapons to achieve political ends. We should stand against drawing lines on ideological grounds and make united efforts to expand common ground to promote world peace and development.",CHN_2022_08
CHN,2022,"Sixthly, we must uphold equity and oppose bullying. Mutual respect and the equality of countries big and small are primary principles of the Charter of the United Nations. Major international issues should be handled by all countries, and international rules drawn up by all countries together. No country is above others, and no country should wilfully abuse its power to bully other sovereign countries. We should advocate and practice true multilateralism, promote the equality of all countries in terms of rights, rules and opportunities, and build a new type of international relations featuring mutual respect, equity and justice, and win-win cooperation.",CHN_2022_09
CHN,2022,"China, as a permanent member of the Security Council and the world’s largest developing country, is committed to solidarity and cooperation with other countries. It will follow the trend of the times and pursue the shared interests of the vast majority of countries.",CHN_2022_10
CHN,2022,"China is a builder of world peace. We have actively promoted international peace and participated in the international arms control, disarmament and non-proliferation process. China is the top contributor of peacekeeping personnel among the permanent members of the Security Council and the second largest funding contributor to both the United Nations and its peacekeeping operations. China is the only country in the world that pledges to keep to a path of peaceful development in its Constitution. It is the only one among the five nuclear-weapon States that is committed to no first use of nuclear weapons. It has thereby made an important contribution to global strategic stability.",CHN_2022_11
CHN,2022,"In response to various security challenges facing the world, President Xi proposed the Global Security Initiative. He called on the international community to pursue common, comprehensive, cooperative and sustainable security, to respect the sovereignty and territorial integrity of all countries, to abide by the purposes and principles of the United Nations Charter, to take the legitimate security concerns of all countries seriously, to peacefully resolve disputes through dialogue and consultation, and to maintain security in both traditional and non-traditional domains, thus contributing China’s wisdom to reducing the peace deficit facing humankind and providing China’s input to meeting global security challenges.",CHN_2022_12
CHN,2022,"China has been a contributor to global development. We have endeavoured to build a system of high-standard opening-up and to safeguard the security and stability of global industrial and supply chains. China is a major trading partner of over 130 countries and regions. Contributing about 30 per cent of annual global growth, China is the biggest engine driving the global economy. China is a pacesetter in implementing the United Nations 2030 Agenda for Sustainable Development. It has met the poverty-reduction goal 10 years ahead of schedule and accounts for over 70 per cent of the gains in global poverty reduction. China is also an active participant in global governance and South-South cooperation. It took the initiative to set up the China- United Nations Peace and Development Trust Fund and the Global Development and South-South Cooperation Fund. It has provided development aid to more than 160 countries in need and extended more debt-service payments owed by developing countries than any other State member of the Group of 20.",CHN_2022_13
CHN,2022,"At the seventy-sixth session of the General Assembly, President Xi proposed the Global Development Initiative. Putting people front and centre, the Initiative is a rallying call to refocus global attention on development and build a global community of development. At the recent High-level Dialogue on Global Development, President Xi announced dozens of major concrete steps to implement the Initiative, generating a strong impetus for accelerating the implementation of the 2030 Agenda for Sustainable Development. On the margins of this session of the General Assembly, China has hosted a ministerial meeting of the Group of Friends of the Global Development Initiative, renewing the consensus on pursuing the Initiative. As China forges ahead, its fast train of development will continue to drive global growth and deliver more benefits to the people of all countries.",CHN_2022_14
CHN,2022,"China has been a defender of the international order. We are committed to upholding the purposes and principles of the United Nations Charter, the international system with the United Nations at its core and the international order based on international law. China has been involved in multilateral affairs in all fields. It is a member of almost all universal intergovernmental organizations and a party to over 600 international conventions. It has concluded more than 27,000 bilateral treaties and fulfilled its international obligations in good faith. China abides by the Universal Declaration of Human Rights and has made relentless efforts to protect and strengthen its human rights. China is firmly against attempts to politicize human rights and has worked to advance the healthy development of international human rights cooperation.",CHN_2022_15
CHN,2022,"As a member of the developing world, China will forever stand with other developing countries. We are heartened to see the rapid progress achieved by the developing world in recent years, and we will continue to speak up for other developing countries, help them overcome difficulties and fully support efforts to raising the representation and voice of developing countries in international affairs. Developing countries are no longer the silent majority in international and multilateral processes. With stronger solidarity, China and other developing countries have spoken out for justice and become a pillar of promoting development cooperation and safeguarding equity and justice.",CHN_2022_16
CHN,2022,"China has been a provider of public goods. In the face of COVID-19, China has made all-out efforts to advance and engage in global cooperation against the virus. We have done our best to provide anti-COVID-19 supplies and shared our practices in COVID-19 response. China was among the first to promise to make COVID-19 vaccines a global public good and to support waiving intellectual property rights on the vaccines. China has provided over 2.2 billion doses of vaccines to more than 120 countries and international organizations.",CHN_2022_17
CHN,2022,"In response to tough challenges confronting global development, President Xi has proposed to advance high-quality Belt and Road cooperation, an initiative that has been widely endorsed by the international community. China has signed cooperation documents with 149 countries and 32 international organizations. We have set up the Asian Infrastructure Investment Bank and the Silk Road Fund, thereby building the largest, broadest and most inclusive platforms for international cooperation.",CHN_2022_18
CHN,2022,"In response to the shared concerns of various countries about data security, we have launched the Global Initiative on Data Security as a reference for formulating rules on global data security.",CHN_2022_19
CHN,2022,"In response to climate change, China is committed to pursuing a development path of green and low-carbon growth that puts ecological conservation first. We announced the ambitious carbon peaking and carbon neutrality goals and are working to implement the Paris Agreement on Climate Change. China accounts for one-fourth of all the trees planted globally. We are making unremitting efforts to foster a community of life for man and nature.",CHN_2022_20
CHN,2022,"In response to global food security challenges, China has put forth a cooperation initiative on global food security. This year, we have provided over 15,000 tons of emergency humanitarian food assistance to other developing countries in need.",CHN_2022_21
CHN,2022,"China has been a mediator of hotspot issues. As a responsible major country, China has explored workable Chinese approaches to solving hotspot issues. While adhering to the principle of non-interference in others’ domestic affairs and respecting the will and needs of the countries concerned, China has endeavoured to help settle hotspot issues in a constructive way. Our approach is to promote peace through talks that are fair and pragmatic and that seek to address both the symptoms and root causes of hotspot issues.",CHN_2022_22
CHN,2022,"China supports all efforts conducive to the peaceful resolution of the Ukraine crisis. The pressing priority is to restore peace through talks. To achieve a fundamental solution, it is important to address the legitimate security concerns of all parties concerned and build a balanced, effective and sustainable security architecture. We call on all parties concerned to keep the crisis from spilling over and to protect the legitimate rights and interests of developing countries.",CHN_2022_23
CHN,2022,"The Palestinian question is at the heart of the Middle East issue. Justice is already late in coming, but it must not be absent. The two-State solution is crucial to upholding fairness and justice. China will continue to support the Palestinian people as they pursue their just cause of restoring legitimate national rights.",CHN_2022_24
CHN,2022,"To resolve the Korean peninsula nuclear issue, it is important to address its root cause. We need to follow the dual-track approach and the principle of taking phased and synchronized steps, jointly uphold peace and stability on the peninsula, and resolve the issue through dialogue and consultation.",CHN_2022_25
CHN,2022,"Afghanistan is in a critical transition from chaos to order. The right way forward is to put in place an inclusive political framework and adopt moderate policies. The goal should be to resume economic growth and improve people’s lives. To achieve that goal, Afghanistan should combat terrorism and integrate itself into the region.",CHN_2022_26
CHN,2022,"A small number of countries have arbitrarily imposed unilateral sanctions, cut off development aid and frozen the lawful assets of other countries. This is an unacceptable practice that must be corrected. China firmly supports the Cuban people in their just struggle to defend their sovereignty and oppose external interference and blockade.",CHN_2022_27
CHN,2022,"The abuse of guns is becoming an increasingly serious problem across the world. In that regard, I want to announce that China has decided to launch its domestic procedure to ratify the Protocol Against the Illicit Manufacturing and Trafficking in Firearms, Their Parts and Components and Ammunition supplementing the United Nations Convention against Transnational Organized Crime, a step that will contribute to strengthening global cooperation on gun control and closing the security deficit.",CHN_2022_28
CHN,2022,"Since ancient times, Taiwan has been an inalienable part of China’s territory. China’s sovereignty and territorial integrity have never been severed and the fact that the mainland and Taiwan belong to one and the same China has never changed. All of us Chinese have never ceased in our efforts to realize reunification.",CHN_2022_29
CHN,2022,"It is explicitly stated in the Cairo Declaration and the Potsdam Proclamation, issued some 70 years ago, that all the territories Japan had stolen from the Chinese, including Taiwan and the Penghu Islands, shall be restored to China. That constitutes an important part of the post-war international order. Fifty-one years ago in this Hall, the General Assembly adopted resolution 2758 (XXVI) by an overwhelming majority, restoring the lawful seat of the People’s Republic of China in the United Nations and to expel the representatives of the Taiwan authorities from the place they had unlawfully occupied. The so-called dual representation proposal put forward by the United States and a few other countries to keep Taiwan’s seat in the United Nations became a piece of waste paper. Resolution 2758 (XXVI) resolved once and for all, politically, legally and procedurally, the issue of the representation of the whole of China, including Taiwan, in the United Nations and international institutions. It completely blocked any attempt by anyone or any country to create “two Chinas” or “one China, one Taiwan”.",CHN_2022_30
CHN,2022,"The one-China principle has become a basic norm in international relations and a general consensus in the international community. When entering into diplomatic relations with China, 181 countries all recognized and accepted that there is only one China in the world, Taiwan is a part of China, and the Government of the People’s Republic of China is the sole legal Government representing the whole of China. By firmly upholding the one-China principle, China is not only maintaining its sovereignty and territorial integrity, but also truly safeguarding peace and stability across the Taiwan Strait and non-interference in others’ affairs, a basic norm of international relations that is of vital importance to the large number of developing countries.",CHN_2022_31
CHN,2022,"China will continue to endeavour to achieve peaceful reunification with the greatest sincerity and greatest efforts. To that end, we must combat Taiwan independence separatist activities with the firmest resolve and take the most forceful steps to repel interference by external groups. Only by resolutely forestalling separatist activities in accordance with the law can we forge a true foundation for peaceful reunification. Only when China is completely reunified can there be enduring peace across the Taiwan Strait.",CHN_2022_32
CHN,2022,"Any scheme to interfere in China’s internal affairs is bound to meet the strong opposition of all Chinese, and any move to obstruct China’s cause of reunification is bound to be crushed by the wheels of history.",CHN_2022_33
CHN,2022,"The international community closely follows China’s development. Since the eighteenth National Congress of the Communist Party of China (CPC) convened 10 years ago, socialism with Chinese characteristics has entered a new era. In the past decade, China has registered historic achievements and transformation in pursuing economic and social development. In this decade, it has also realized a historic leap in its relations with the world and made historic contributions to the international community.",CHN_2022_34
CHN,2022,"China is fully implementing a new development philosophy of innovative, coordinated, green and open development for all, and is pursuing high- quality development and fostering a new development paradigm. With the strong leadership of the CPC, the concerted efforts of our 1.4 billion people, the strengths of socialism with Chinese characteristics, a solid foundation underpinning sustained rapid development, and strong confidence in achieving development through its own efforts, China will enjoy sustained and sound development, usher in even brighter prospects and make more splendid miracles come true.",CHN_2022_35
CHN,2022,"With one-fifth of the global population, China’s march towards modernization has important, far- reaching significance for the world. The path that China pursues is one of peace and development, not one of plunder and colonialism; it is a path of win-win cooperation, not one of zero-sum game; and it is one of harmony between man and nature, not one of destructive exploitation of resources. We will continue to contribute our input to meeting the challenges facing human development, and make our contribution to creating a new form of human advancement.",CHN_2022_36
CHN,2022,"Next month, the CPC will convene its twentieth National Congress in Beijing. The Congress will, in response to the expectation of all the Chinese people, set well-conceived goals and tasks for China’s development over the next five years and beyond, and draw up an overarching plan for China’s future development. Having reached a new historical starting point, China will follow the Chinese path to modernization to achieve its national rejuvenation. China will work with other countries to make every effort for peace and development, shoulder the responsibility for solidarity and progress, build a community with a shared future for humankind, and embrace an even better world.",CHN_2022_37
CHN,2023,"At present, the international security situation is grim, economic recovery lacks momentum and the development gap is widening. Natural disasters and extreme weather patterns are increasing. The global order faces multiple challenges. Facing profound changes in the world, in our times and in history. Chinese President Xi Jinping made a major call of building a community with a shared future for mankind, and he called on the international community to jointly build a world with lasting peace, universal security and common prosperity, a world that is open, inclusive, clean and beautiful. Since then. President Xi Jinping has proposed the Global Development Initiative, the Global Security Initiative and the Global Civilization Initiative. Those Initiatives have enriched the vision of building a community with a shared future for mankind and set out a pathway towards realizing this goal. More and more countries have realized that they all share a huge stake in common survival and that unity and cooperation is the right path.",CHN_2023_01
CHN,2023,"The historical trend of peace, development and win-win cooperation is unstoppable. With that in mind. I call for taking steps in four areas.",CHN_2023_02
CHN,2023,"First, we should uphold equity and justice and safeguard peace and security. The security of all countries is interconnected. Indeed, the security of one country has an impact on that of other countries. It is important to follow the vision of common, comprehensive, cooperative and sustainable security and embark on a path to security featuring dialogue over confrontation, partnership over alliance and win-win outcomes over a zero-sum game.",CHN_2023_03
CHN,2023,"We should address the legitimate security concerns of all countries and resolve differences and disputes in a peaceful way through dialogue and consultation. Communication and dialogue is an important way to achieve international security cooperation, and parties to a conflict or confrontation should never forget that. The cessation of hostilities and resumption of peace talks is the only way to settle the Ukraine crisis. China supports all efforts that are conducive to the peaceful resolution of the Ukraine crisis and stands ready to continue playing a constructive role for the early attainment of peace.",CHN_2023_04
CHN,2023,The Palestinian issue is at the core of the Middle East issue. The fundamental way out lies in the two- State solution. China will continue to support the Palestinian people in pursuing the just cause of restoring their lawful national rights.,CHN_2023_05
CHN,2023,"We should respect the sovereignty and territorial integrity of all countries and observe the purposes and principles of the Charter of the United Nations. China opposes hegemonism, power politics, unilateralism and Cold War mentality. A small number of countries have arbitrarily imposed illegal and unilateral sanctions, severely undermining the harmony and stability of international relations. The international community should jointly resist such acts. China firmly supports the Cuban people in their just struggle to defend their sovereignty and oppose external interference and blockade. We appreciate Cuba’s efforts to fight terrorism.",CHN_2023_06
CHN,2023,"We should maintain security in both traditional and non-traditional domains. Nuclear war must not be fought, and nuclear weapons must not be used. China is the only country among the five permanent members of the Security Council that has pledged no-first-use of nuclear weapons. China attaches great importance to conventional arms control and will soon complete its ratification of the Protocol against the Illicit Manufacturing of and Trafficking in Firearms. Their Parts and Components and Ammunition, supplementing the United Nations Convention against Transnational Organized Crime. China will collaborate with the countries of the Association of Southeast Asian Nations in de-mining efforts, over the next three years, so as to help them eliminate mines at an early date. China supports the United Nations in serving as the main channel to create a widely accepted artificial intelligence governance framework, standards and norms, on the basis of full respect for the governance principles and practices of all countries.",CHN_2023_07
CHN,2023,"Secondly, we should pursue mutual benefit, deliver win-win outcomes and achieve development for all. Development should be placed at the centre of the international agenda, and development benefits should reach every country and individual in a fairer way. China will continue to contribute to building a global community of development.",CHN_2023_08
CHN,2023,This year marks the tenth anniversary of the Belt and Road Initiative put forward by China. More than 3.000 cooperation projects have been launched under the framework of this initiative. The China-Europe Railway Express had 16.000 freight services in 2022. which fully demonstrates the vitality of the Belt and Road Initiative. Next month. China will host the third Belt and Road Forum for International Cooperation. We will further advance both Belt and Road cooperation and the 2030 Agenda for Sustainable Development.,CHN_2023_09
CHN,2023,"We should fully and effectively implement the Paris Agreement. Developed countries should do more to reduce emissions and provide developing countries with financing, technology and capacity-building support. China will continue to pursue ecological conservation on a priority basis, advance green and low-carbon development, stop building new coal-fired power projects abroad, vigorously support other developing countries in developing green and low-carbon energy and help them build more green energy projects. China will continue to actively respond to climate change.",CHN_2023_10
CHN,2023,"Thirdly, we should stay open and inclusive and advance human civilization. Diversity of civilizations is an invaluable asset for human development; indeed, diversity is a defining feature of human civilization. Different countries and civilizations should prosper together by respecting each other, advance together by drawing on each other’s strengths and seek win-win outcomes by pursuing common ground, while setting aside differences.",CHN_2023_11
CHN,2023,"Promoting and protecting human rights is a cause pursued by all countries, and ensuring a good life for people is the ultimate human right. As countries have different histories, traditions and conditions, we must and can only explore a path of human rights development suited to our national conditions in response to the needs of our people. We should advance the international human rights cause through dialogue and cooperation and oppose politicization and double standards, in particular through the use of human rights and democracy as a political tool to interfere in the affairs of other countries.",CHN_2023_12
CHN,2023,"Fourthly, we should stay true to multilateralism and improve global governance. China is firm in supporting the international system, with the United Nations at its core. The United Nations should make advances in all the three pillar areas of security, development and human rights, in a balanced manner, and see that all countries jointly safeguard universal security, share development achievements and chart the course for the future of the world. Major countries should lead by example and deliver on their commitment to multilateralism.",CHN_2023_13
CHN,2023,"Next year, the United Nations will hold the Summit of the Future. The international community should follow the direction of a multipolar world and democracy in international relations, use this occasion to promote reform in such areas as peace and security, economy, finance and trade in a coordinated manner, increase the representation and say of developing countries and make global governance more just and equitable.",CHN_2023_14
CHN,2023,"In October, the Communist Party of China convened its Twentieth National Congress, at which an inspiring blueprint to achieve great rejuvenation of the Chinese nation on all fronts by pursuing Chinese modernization was presented. Chinese modernization involves a huge population. It aims to deliver prosperity for all the Chinese people, promote ethical, material and cultural advancement, and achieve harmony between humankind and nature and a peaceful development. By pursuing Chinese modernization, we will promote world peace and development and make new and greater contributions to the advancement of human civilization.",CHN_2023_15
CHN,2023,"China remains committed to more fully opening itself to the world. Today the Chinese economy is already an integral part of the global economy. We will continue to expand that by opening up in a systematic way in order to promote trade and investment liberalization and facilitation, open the market further to foreign investment and protect the lawful rights and interests of foreign investors. We will continue to add new momentum to global economic development, and we welcome all countries to share in the opportunities and benefits created by China’s development.",CHN_2023_16
CHN,2023,"China remains committed to an independent foreign policy. Independence is the defining feature of China’s diplomacy and defiance of hegemony is a distinctive feature of China’s diplomacy. No matter what stage of development it reaches. China will never practice hegemony and expansion. China will uphold the common values of humankind — peace, development, equity, justice, democracy and freedom — and will continue to advance a peaceful, open, cooperative and common development.",CHN_2023_17
CHN,2023,"China remains committed to safeguarding its sovereignty and territorial integrity. There is only one China in the world. The Government of the People’s Republic of China is the sole legal Government representing the whole of China, and Taiwan has been an inalienable part of China’s territory since ancient times. No one and no force should ever underestimate the firm resolve, the strong will and the power of the Chinese people to safeguard their sovereignty and territorial integrity. Realizing China’s complete reunification is a shared aspiration of all the sons and daughters of the Chinese nation. We will continue to strive for peaceful reunification with the greatest sincerity and the utmost effort.",CHN_2023_18
CHN,2023,"China will remain a member of the large family of developing countries. As the largest developing country. China is a natural member of the global South. It breathes the same air as other developing countries and shares the same future with them. China is firm in upholding the legitimate rights and interests of developing countries. It supports and respects their efforts to independently decide on their development paths, in keeping with their national conditions.",CHN_2023_19
CHN,2023,"China will work unremittingly to promote the building of a community with a shared future for humankind, with a view to fulfilling the mission of a major country and responsibility for the future of humankind. China will work with all other peace-loving countries committed to development in order to deliver a brighter future for the world.",CHN_2023_20
CHN,2024,"Mr. President, Colleagues, Today, humanity has once again come to a historical crossroads. We are facing a changing and turbulent world. Challenges of insecurity, imbalanced development and ineffective governance are increasingly prominent. Hotspot conflicts, major-country confrontation and geopolitical tensions keep emerging. The future of this planet is becoming a cause for growing concern. Meanwhile, we are also embracing a world full of hope. Multipolarity and globalization have become the unstoppable trend of our times. The aspirations of the Global South nations for modernization has never been stronger. Our stride toward modernization has never been more steadfast.",CHN_2024_01
CHN,2024,"This institution, the United Nations, embodies the aspirations of people across the world for lasting peace and common prosperity, and bears witness to the glorious journey of the international community coming together in pursuit of progress. President Xi Jinping stressed on multiple occasions that the role of the U.N. should be strengthened, not weakened. Amid global transformation not seen in a century, what China calls for is to follow the trend of the times, keep to the direction of human progress, and make the right choices of history. What China proposes is to uphold peaceful coexistence and put in place a security architecture that ensures enduring stability; uphold openness and inclusiveness and foster a development paradigm that promotes shared prosperity; uphold harmony without uniformity and adopt an approach to civilizations that promotes exchange and mutual learning; and uphold fairness and justice and develop a governance structure that pools strengths for shared benefit.",CHN_2024_02
CHN,2024,"In today’s world, the security of all countries is tied together. In face of various kinds of global challenges and risks, no one can stay immune or enjoy security alone. Countries need to be guided by a vision of common, comprehensive, cooperative and sustainable security. We should respect each other’s sovereignty and territorial integrity, take the legitimate security concerns of others seriously, and resolve disputes and differences through dialogue and consultation. We should actively explore a path for major countries to coexist in peace, and work for a new type of international relations characterized by mutual respect, fairness, justice and win-win cooperation.",CHN_2024_03
CHN,2024,"In today’s world, the development of all countries is deeply integrated. If the rich get richer while the poor remain poor, then “everyone is born equal” would become an empty slogan, and fairness and justice would be even more elusive. Achieving modernization is a legitimate right of the people of all countries, not a prerogative of a few. We should be committed to advancing global modernization, and ensure that no one and no country is left behind on the journey toward modernization. We should advocate a universally beneficial and inclusive globalization, unequivocally oppose unilateralism and protectionism, and help developing countries leap over the development divide, to maintain the vitality of global economic growth.",CHN_2024_04
CHN,2024,"In today’s world, each civilization has its own strengths. President Xi Jinping pointed out that there is no such thing as a superior or inferior civilization, and civilizations are different only in identity and location. We should respect the diversity of civilizations, and strive to replace estrangement and clash of civilizations with exchanges and mutual learning. We should advocate humanity’s common values, namely, peace, development, equity, justice, democracy and freedom, refrain from conducting values- oriented diplomacy, and oppose ideology-based confrontation. We should respect each other as equals, and help each other succeed with an inclusive mind.",CHN_2024_05
CHN,2024,"In today’s world, countries should all enjoy sovereign equality. As a large number of Global South nations are growing with a strong momentum, gone are the days when one or two major powers call the shots on everything. We should advocate an equal and orderly multipolar world, and see that all countries, regardless of their size, have their own place and role in the multipolar system. We should practice true multilateralism, oppose hegemonism and power politics, and make international relations more democratic. We should follow the principle of extensive consultation and joint contribution for shared benefit, and make global governance more just and equitable.",CHN_2024_06
CHN,2024,"Mr. President, Peace is the most precious thing in our world today. You may wonder if there is a path leading to peace. In fact, peace is the path. Without peace, development will not sustain; without peace, cooperation cannot happen. For the sake of peace, a single ray of hope is reason enough not to give up; the slightest chance deserves a hundredfold effort.",CHN_2024_07
CHN,2024,"An end to the Ukraine crisis remains elusive. The top priority is to commit to “no expansion of the battlefield, no escalation of fighting and no provocation by any party,” and push for deescalation of the situation as soon as possible. China is committed to playing a constructive role, engaging in shuttle mediation and promoting talks for peace, not throwing oil on the fire or exploiting the situation for selfish gains. At this session of the General Assembly, China, Brazil and other Global South countries have jointly launched the group of Friends for Peace. Its very purpose is to uphold the purposes and principles of the U.N. Charter, build consensus for a political settlement of the crisis and contribute to a prospect of peace.",CHN_2024_08
